"id";"lang";"label"
"Q30";"fr";"É-U"
"Q30";"fr";"É-U."
"Q30";"fr";"E.-U."
"Q30";"fr";"É.U."
"Q269";"fr";"Tachkent"
"Q265";"fr";"Ouzbékistan"
"Q265";"fr";"UZ"
"Q265";"fr";"la République d’Ouzbékistan"
"Q237";"fr";"Cité du Vatican"
"Q237";"fr";"État de la Cité du Vatican"
"Q237";"fr";"va"
"Q237";"fr";"Vatican"
"Q237";"fr";"<U+0001F1FB><U+0001F1E6>"
"Q237";"fr";"VA"
"Q237";"fr";"Cité du Vatican"
"Q237";"fr";"État de la Cité du Vatican"
"Q237";"fr";"va"
"Q237";"fr";"Vatican"
"Q237";"fr";"<U+0001F1FB><U+0001F1E6>"
"Q237";"fr";"VA"
"Q159583";"fr";"Saint-Siège"
"Q159583";"fr";"Saint Siège"
"Q159583";"fr";"Saint-Siège de Rome"
"Q159583";"fr";"Saint siege"
"Q159583";"fr";"Chaire de Pierre"
"Q159583";"fr";"Saint-Siege"
"Q159583";"fr";"Sancta Sedes"
"Q159583";"fr";"Siège pontifical"
"Q159583";"fr";"Santa Sede"
"Q159583";"fr";"Siège de Pierre"
"Q41474";"fr";"Kingstown"
"Q757";"fr";"Saint-Vincent-et-les-Grenadines"
"Q757";"fr";"SVG"
"Q757";"fr";"VC"
"Q757";"fr";"<U+0001F1FB><U+0001F1E8>"
"Q1533";"fr";"Caracas"
"Q717";"fr";"Venezuela"
"Q717";"fr";"Vénézuéla"
"Q717";"fr";"Vénézuela"
"Q717";"fr";"République bolivarienne du Venezuela"
"Q717";"fr";"VE"
"Q717";"fr";"la République bolivarienne du Vénézuéla"
"Q1858";"fr";"Hanoï"
"Q1858";"fr";"Hanoi"
"Q1858";"fr";"Hà N<U+1ED9>i"
"Q881";"fr";"Viêt Nam"
"Q881";"fr";"Viet Nam"
"Q881";"fr";"Vietnam"
"Q881";"fr";"Viet-Nam"
"Q881";"fr";"Viêt-Nam"
"Q881";"fr";"Viêtnam"
"Q881";"fr";"VN"
"Q881";"fr";"la République socialiste du Vietnam"
"Q881";"fr";"<U+0001F1FB><U+0001F1F3>"
"Q881";"fr";"Vi<U+1EC7>t Nam"
"Q37806";"fr";"Port-Vila"
"Q37806";"fr";"Port Vila"
"Q37806";"fr";"Port-vila"
"Q686";"fr";"Vanuatu"
"Q686";"fr";"République de Vanuatu"
"Q686";"fr";"VU"
"Q686";"fr";"la République du Vanuatu"
"Q36260";"fr";"Apia"
"Q36260";"fr";"Faleolo"
"Q683";"fr";"Samoa"
"Q683";"fr";"Samoa occidentales"
"Q683";"fr";"WS"
"Q683";"fr";"l’État indépendant des Samoa"
"Q2471";"fr";"Sanaa"
"Q2471";"fr";"Sanaa"
"Q805";"fr";"Yémen"
"Q805";"fr";"YE"
"Q805";"fr";"la République du Yémen"
"Q3926";"fr";"Pretoria"
"Q258";"fr";"Afrique du Sud"
"Q258";"fr";"République sud-africaine"
"Q258";"fr";"République d’Afrique du Sud"
"Q258";"fr";"république sud-africaine"
"Q258";"fr";"république d’Afrique du Sud"
"Q3881";"fr";"Lusaka"
"Q953";"fr";"Zambie"
"Q953";"fr";"zm"
"Q953";"fr";"ZM"
"Q953";"fr";"la République de Zambie"
"Q3921";"fr";"Harare"
"Q954";"fr";"Zimbabwe"
"Q954";"fr";"ZW"
"Q954";"fr";"la République du Zimbabwe"
